ID;Topicp_1;Topico_2;Topico_3;retweet_count;reply_count;like_count;quote_count;impression_count;bookmark_count
437;MundialSub20;Uzbekistán;Israel;0;0;0;0;0;
438;MundialSub20;campo;destrozado;0;0;0;0;0;
439;fútbol;EstadosUnidos;candidato;0;0;0;0;0;
440;fútbol;EstadosUnidos;MundialSub20;0;0;0;0;0;
441;MundialSub20;público;Sub20;2;0;0;0;0;
442;MundialSub20;LukaRomero;Quilmes;0;0;0;0;0;
443;MundialSub20;Uzbekistán;Israel;0;0;0;0;0;
444;MundialSub20;Uzbekistán;Israel;0;0;0;0;0;
445;consulta;transmisión;fútbol;21;0;0;0;0;
446;MundialSub20;Uzbekistán;Israel;0;0;0;0;0;
447;MundialSub20;Israel;Mendoza;0;0;0;0;0;
448;MundialSub20;LukaRomero;Quilmes;0;0;0;0;0;
449;MundialSub20;Uzbekistán;Israel;6;0;0;0;0;
450;Duelo de hinchadas;MundialSub20;Argentina2023;0;0;0;0;0;
451;Deportivo 2020 Envivo;Deportes;AlianzadeRadiosOnline;0;0;0;0;0;
452;Cade Cowell;MundialSub20;FOXSoccer;0;0;0;0;0;
453;MundialSub20;Uzbekistan;Israel;52;0;0;0;0;
454;Estados Unidos;Nueva Zelanda;MundialSub20;0;1;0;0;0;
455;Soccer;;;0;1;0;0;0;
456;MundialSub20;Uzbekistan;Israel;0;0;0;0;0;
457;UZBvsISR;MundialSub20;;0;0;0;0;0;
458;MundialSub20;USA;NuevaZelanda;1;0;0;0;0;
459;MundialSub20;Uzbekistan;Israel;3;0;0;0;0;
460;Brandan Craig;MundialSub20;;0;0;0;0;0;
461;MundialSub20;Óscar Cortés;Fase de grupos;0;0;0;0;0;
462;MundialSub20;público argentino;Sub20;2;0;0;0;0;
463;USA;Nueva Zelanda;MundialSub20;0;0;0;0;0;
464;Estados Unidos;Nueva Zelanda;MundialSub20;0;0;0;0;0;
465;TyCSports;;;0;0;0;0;0;
466;Estados Unidos;Nueva Zelanda;MundialSub20;1;0;0;0;0;0.0
467;Estados Unidos;Nueva Zelanda;MundialSub20;7;0;0;0;0;
468;Israel;MundialSub20;;0;0;0;0;0;
469;MundialSub20;Gambia;Octavos de Final;1;0;0;0;0;
470;MundialSub20;EEUU;Nueva Zelanda;0;0;0;0;0;
471;MundialSub20;Uzbekistan;Israel;0;0;0;0;0;
472;MundialSub20;golito;buena vibra;0;0;0;0;0;
473;MundialSub20;golito;buena vibra;8;0;0;0;0;
474;Estados Unidos;Nueva Zelanda;MundialSub20;0;0;0;0;0;
475;Estados Unidos;Nueva Zelanda;MundialSub20;1;0;0;0;0;
476;MundialSub20;Pepe Romero;Argentina;0;0;0;0;0;
477;Estados Unidos;Nueva Zelanda;MundialSub20;8;0;0;0;0;
478;goleada gringa;MundialSub20;;0;0;0;0;0;
479;Estados Unidos;Nueva Zelanda;MundialSub20;0;0;0;0;0;
480;apoyo a Israel;;;181;0;0;0;0;
481;edad de Luna;;;66;0;0;0;0;
482;rivalidad con Gambia;confianza en equipo;Mundial Sub20;4;0;0;0;0;
483;enojo de Nigeria;Mundial Sub20;;169;0;0;0;0;
484;clasificación de Estados Unidos;Mundial Sub20;;45;0;0;0;0;
485;partido Uzbekistan-Israel;Mundial Sub20;;91;0;0;0;0;
486;enojo de Nigeria;Mundial Sub20;;0;0;0;0;0;
487;enojo de Nigeria;Mundial Sub20;;1;0;0;0;0;0.0
488;control del juego;posesión de pelota;Mundial Sub20;0;0;0;0;0;
489;QR en taxis;promoción turística;Mundial Sub20;35;0;0;0;0;
490;nombre de territorios;Argentina;;38;0;0;0;0;
491;sueño de USMNT;Mundial Sub20;;0;0;0;0;0;
492;destacando selección sub20;;;53;0;0;0;0;
493;hijo de Haim Revivo;Mundial Sub20;;0;0;0;0;0;
494;partido Inglaterra-Uruguay;Mundial Sub20;;0;0;0;0;0;
495;partido octavos de final;Mundial Sub20;;103;0;0;0;0;
496;partido Uzbekistan-Israel;Mundial Sub20;;35;0;0;0;0;
497;partido Uzbekistan-Israel;Mundial Sub20;;21;0;0;0;0;
498;octavos de final;Colombia;Mundial Sub20;0;0;0;0;0;
499;partido Uzbekistan-Israel;Mundial Sub20;;18;0;0;0;0;
500;partido Uzbekistan-Israel;Mundial Sub20;;0;0;0;0;0;
501;partido Uzbekistan-Israel;Mundial Sub20;;20;0;0;0;0;
502;Ecuador en Mundial Sub20;;;0;0;0;0;0;
503;clasificación de Estados Unidos;Mundial Sub20;;0;0;0;0;0;
504;partido Estados Unidos-Nueva Zelanda;Mundial Sub20;;48;0;0;0;0;
505;felicitación a Nacho;;;24;0;0;0;0;
506;partidos de octavos de final;Mundial Sub20;;0;0;0;0;0;
507;nombre de territorios;Argentina;;38;0;0;0;0;
508;clasificación de Estados Unidos;Mundial Sub20;goleada a Nueva Zelanda;0;0;0;0;0;
509;nombre de territorios;Argentina;;13;0;0;0;0;
510;MundialSub20;Octavos;Mendoza;730;0;0;0;0;
511;U20WC;Comenzó;Malvinas Argentinas;0;0;0;0;0;0.0
512;Foto;PatoCornejo;USYNT;1;0;0;0;0;0.0
513;TelecentroAr;Servicio;PersonalAr;0;0;0;0;0;
514;MundialSub20;Argentina2023;Estados Unidos;36;0;0;0;0;
515;Fixture;MundialSub20;PDN;23;0;0;0;0;
516;Estados Unidos;Nueva Zelanda;Goleada;57;0;0;0;0;
517;TelecentroAr;Servicio;DNDConsumidor;29;0;0;0;0;
518;DT;Albiceleste;Nigeria;0;0;0;0;0;
519;MundialSub20;Octavos;Uzbekistán;50;0;0;0;0;
520;Hazaña;Deportiva;Israel;0;0;0;0;0;
521;Brasil;MundialSub20;Israel;30;0;0;0;0;0.0
522;Israelita;MundialSub20;Brasil;9;0;0;0;0;
523;TNTSportsBR;Brasileños;Cuartos;0;0;0;0;0;
524;MundialSub20;Israel;Brasil;0;0;0;0;0;
525;Brasil;Israel;MundialSub20;0;0;0;0;0;
526;Colombia;Italia;VIVO;1;0;0;0;0;
527;Israel;MundialSub20;Sorpresa;0;0;0;0;0;
528;ElGuille;Gladis Olivares;Cúcuta;0;0;0;0;0;
529;Israel;MundialSub20;Brasil;0;0;0;0;0;
530;Canarinha;Marcos Leonardo;Prórroga;1;0;0;0;0;
531;Matheus;Hamza Shibli;Turgeman;0;0;0;0;0;
532;Israel;MundialSub20;Brasil;0;0;0;0;0;
533;NoaHakim;Israel;Brasil;0;0;0;0;0;0.0
534;Mundiales;Magia;Sorprendentes;48;0;0;0;0;
535;MARY_0677;FCFSeleccionCol;MillosFCoficial;0;0;0;0;0;
536;Golazo;Israel;Brasil;184;0;0;0;0;
537;Israel;Brasil;MundialSub20;63;0;0;0;0;
538;histoporte_;Eliminado;Clasificar;103;0;0;0;0;
539;Batacazo;Israelí;Brasil;0;0;0;0;0;
540;Opinión;;;32;0;0;0;0;
541;MundialSub20;;;0;0;0;0;0;
542;MundialSub20;Eliminación;Israel;2;0;0;0;0;
543;Brasil;Suramérica;Fútbol juvenil;0;0;0;0;0;
544;Dor Turgeman;Brasil;MundialSub20;21;0;0;0;0;
545;Israel;Brasil;MundialSub20;0;0;0;0;0;
546;Colombia;Italia;MundialSub20;15;0;0;0;0;
547;Israel;MundialSub20;Semifinalista;0;0;0;0;0;
548;Fracaso;MundialSub20;Selecciones;7;0;0;0;0;
549;Israel;Brasil;MundialSub20;48;0;0;0;0;
550;Israel;Brasil;MundialSub20;19;0;0;0;0;
551;Israel;MundialSub20;Semifinalista;0;0;0;0;0;
552;MundialSub20;Eliminación;Selecciones;0;0;0;0;0;
553;Israel;Brasil;MundialSub20;0;0;0;0;0;
554;Consulta;Detalles;Caso;0;0;0;0;0;
555;Israel;Brasil;MundialSub20;0;0;0;0;0;0.0
556;MundialSub20;Argentina;Nueva Zelanda;0;0;0;0;0;0.0
557;MundialSub20;Argentina;Estadio;0;0;0;0;0;
558;MundialSub20;Argentina2023;Campeón inédito;0;0;0;0;0;
559;Brasil;MundialSub20;Fracaso;0;0;0;0;0;
560;MundialSub20;Argentina;Nueva Zelanda;1;0;0;0;0;
561;MundialSub20;Argentina;Nueva Zelanda;0;0;0;0;0;
562;MundialSub20;Argentina;Himno;0;0;0;0;0;
563;Israel;Brasil;MundialSub20;0;0;0;0;0;
564;MundialSub20;Argentina2023;Campeón inédito;0;0;0;0;0;
565;Israel;Brasil;MundialSub20;1;0;0;0;0;
566;MundialSub20;Argentina;Gol;0;0;0;0;0;
567;MundialSub20;Argentina;Nueva Zelanda;0;0;0;0;0;
568;Eduardo Luis;Arquero;Marquinez;0;0;0;0;0;
569;MundialSub20;Argentina;Gol;0;0;0;0;0;
570;Argentina;MundialSub20;partido;1;0;0;0;0;0.0
571;MundialSub20;Colombia;emoción;1;0;0;0;0;
572;Argentina;MundialSub20;golazo;0;0;0;0;0;0.0
573;MundialSub20;CONMEBOL;palmarés;0;0;0;0;0;
574;Argentina;MundialSub20;final;0;0;0;0;0;
575;Argentina;MundialSub20;partido;0;0;0;0;0;0.0
576;Argentina;MundialSub20;cambio;0;0;0;0;0;
577;Colombia;Italia;MundialSub20;0;1;0;0;0;
578;Argentina;MundialSub20;cambio;0;0;0;0;0;
579;TUDNMEX;penal;falla;0;0;0;0;0;
580;Argentina;MundialSub20;cambio;0;0;0;0;0;
581;Israel;Brasil;MundialSub20;23;0;0;0;0;0.0
582;MundialSub20;Brasil;Israel;0;0;0;0;0;
583;Argentina;MundialSub20;penal;0;0;0;0;0;
584;Argentina;MundialSub20;cambio;0;0;0;0;0;
585;Brasil;MundialSub20;eliminación;0;0;0;0;0;
586;Argentina;MundialSub20;partido;0;0;0;0;0;
587;Israel;Brasil;MundialSub20;1;0;0;0;0;
588;Argentina;MundialSub20;amonestación;6;0;0;0;0;
589;Argentina;MundialSub20;partido;0;0;0;0;0;
590;TNTSportsBR;2026;esperanza;1;0;0;0;0;0.0
591;Israel;Brasil;MundialSub20;0;0;0;0;0;
592;Colombia;MundialSub20;oportunidad;0;0;0;0;0;
593;Argentina;MundialSub20;partido;0;0;0;0;0;
594;Argentina;MundialSub20;preparación;1;0;0;0;0;
595;Brasil;Israel;MundialSub20;0;0;0;0;0;
596;Argentina;MundialSub20;partido;0;0;0;0;0;
597;Argentina;MundialSub20;confianza;0;0;0;0;0;
598;Israel;Brasil;semifinales;0;0;0;0;0;
599;Argentina;MundialSub20;partido;0;0;0;0;0;
600;MundialSub20;Israel;Brasil;0;0;0;0;0;
601;MundialSub20;campeones;octavos;0;0;0;0;0;0.0
602;Nigeria;;;0;0;0;0;0;
603;U20WC;trofeos;imagen;0;0;0;0;0;
604;Indonesia;Israel;MundialSub20;0;0;0;0;0;
605;MundialSub20;Israel;Brasil;0;0;0;0;0;0.0
606;oportunidad;ganar;MundialSub20;0;0;0;0;0;
607;MundialSub20;goles;Israel;0;0;0;0;0;0.0
608;Israel;Brasil;MundialSub20;0;0;0;0;0;
609;Árabes;Israel;MundialSub20;0;0;0;0;0;0.0
610;Israel;weena;;0;0;0;0;0;
611;Israel;Brasil;MundialSub20;0;0;0;0;0;
612;Israel;MundialSub20;Brasil;0;0;0;0;0;
613;Nigeria;;;0;0;0;0;0;
614;MundialSub20;Israel;Brasil;0;0;0;0;0;
615;MundialSub20;estadio;San Juan;0;0;0;0;0;
616;cumbamba;cámara;ego;0;0;0;0;0;
617;MundialSub20;Argentina;Nigeria;0;0;0;0;0;
618;MundialSub20;Argentina;Nigeria;0;0;0;0;0;
619;MundialSub20;Argentina2023;Israel;0;0;0;0;0;
620;Israel;país;;0;0;0;0;0;
621;MundialSub20;árbitro;minutos;0;0;0;0;0;
622;MundialSub20;Federico Redondo;amonestado;0;0;0;0;0;
623;MundialSub20;Argentina;Nigeria;0;0;0;0;0;
624;MundialSub20;Israel;Brasil;0;0;0;0;0;
625;MundialSub20;Israel;Brasil;0;0;0;0;0;0.0
626;MundialSub20;Israel;Brasil;0;0;0;0;0;
627;MundialSub20;Argentina;cambio;1;0;0;0;0;
628;Brasil;Israel;MundialSub20;0;0;0;0;0;0.0
629;MundialSub20;Brasil;Israel;0;0;0;0;0;
630;Reino animal;Curiosidades;Animales;0;0;0;0;0;0.0
631;MundialSub20;Argentina;Amonestación;4;0;0;0;0;
632;MundialSub20;Argentina;Amonestación;0;0;0;0;0;
633;MundialSub20;Javier Mascherano;Partido;0;0;0;0;0;
634;MundialSub20;Javier Mascherano;Nigeria;0;0;0;0;0;
635;MundialSub20;Javier Mascherano;Partido;0;0;0;0;0;
636;MundialSub20;Brasil;Israel;0;0;0;0;0;
637;Apuestas;GolCaracol;Humor;0;0;0;0;0;0.0
638;Camellos;Supervivencia;Desierto;0;0;0;0;0;
639;MundialSub20;TNTSportsBR;Ganador;0;0;0;0;0;
640;MundialSub20;Israel;Semifinal;0;0;0;0;0;
641;MundialSub20;Israel;Brasil;0;0;0;0;0;
642;Oprah Winfrey;Frases célebres;YouTube;0;0;0;0;0;
643;MundialSub20;Brasil;Israel;0;0;0;0;0;
644;Canguros;Salto;Animales;0;0;0;0;0;
645;MundialSub20;Brasil;Israel;0;0;0;0;0;
646;Nelson Mandela;Frases célebres;YouTube;0;0;0;0;0;
647;MundialSub20;Brasil;Derrota;0;0;0;0;0;
648;Albert Einstein;Frases célebres;YouTube;0;0;0;0;0;
649;MundialSub20;Israel;Brasil;1;0;0;0;0;
650;Ramon;TNTSportsBR;Comentario;0;0;0;0;1;
651;MundialSub20;Israel;Brasil;0;0;0;0;0;
652;MundialSub20;Italia;Colombia;0;0;0;0;0;
653;Reloj antiguo;Resistencia;YouTube;0;0;0;0;0;
654;Selección Colombia;Positivos;MundialSub20;3;0;0;0;0;
655;John Lennon;Frases célebres;YouTube;0;0;0;0;0;
656;MundialSub20;Colombia;Italia;0;0;0;0;0;
657;MundialSub20;Italia;Titulares;0;0;0;0;0;
658;MundialSub20;Colombia;Italia;0;0;0;0;0;
659;Ornitorrinco;Misterio;Naturaleza;0;0;0;0;0;
660;Israel;MundialSub20;Brasil;0;0;0;0;0;
661;FútbolBrasileño;Tristeza;Opinión;0;0;0;0;0;
662;CrimenesHumanidad;Noticias;Actualidad;0;0;0;0;0;
663;SelecciónColombia;MundialSub20;Partido;0;0;0;0;0;
664;MundialSub20;Colombia;Italia;0;0;0;0;0;
665;SelecciónColombiana;JugadoresDestacados;BayerLeverkusen;0;0;0;0;0;
666;Wanderers;Danubio;FútbolAlMáximo;0;0;0;0;0;
667;Genocidio;Opinión;Política;0;0;0;0;0;
668;MundialSub20;Público;Asistencia;0;0;0;0;0;
669;Colombia;Italia;MundialSub20;0;0;0;0;0;
670;TwerkColombia;Entretenimiento;RedesSociales;0;0;0;0;0;
671;MundialSub20;Israel;Opinión;0;0;0;0;0;
672;SelecciónFútbolIsrael;CohesiónSocial;DesarrolloPaís;0;0;0;0;0;
673;SelecciónItaliana;MundialSub20;JugadoresUnidos;0;0;0;0;0;
674;Israel;MundialSub20;Campeonato;0;0;0;0;0;
675;MundialSub20;Israel;Brasil;0;0;0;0;0;
676;SelecciónColombiana;Azzurri;MundialSub20;0;0;0;0;0;
677;MundialSub20;Israel;Brasil;0;0;0;0;0;
678;SelecciónItaliana;MundialSub20;JugadoresUnidos;0;0;0;0;0;
679;Israel;Opinión;Elogio;0;0;0;0;0;
680;MundialSub20;SelecciónColombiana;OscarCortés;0;0;0;0;0;
681;Israel;MundialSub20;Campeonato;0;0;0;0;0;
682;SelecciónColombiana;MundialSub20;Apoyo;0;0;0;0;0;
683;Suramérica;Colombia;MundialSub20;0;0;0;0;0;0.0
684;MundialSub20;Colombia;Italia;0;0;0;0;0;
685;MundialSub20;Israel;Brasil;0;0;0;0;0;
686;MundialSub20;Israel;Brasil;0;0;0;0;0;
687;MundialSub20;Israel;Brasil;0;0;0;0;0;0.0
688;Felicitaciones;Embajador;Triunfo;0;0;0;0;0;
689;VamosColombia;Tricolor;MundialSub20;0;0;0;0;0;
690;Selección;MundialSub20;Colombia;1;0;0;0;0;
691;Traductor;MundialSub20;Israel;0;0;0;0;0;
692;Colombia;Italia;MundialSub20;0;0;0;0;0;
693;Colombia;MundialSub20;ItaliaVsColombia;0;0;0;0;0;
694;Colombia;MundialSub20;Selección;0;0;0;0;0;
695;Felicitaciones;;;0;0;0;0;0;
696;MundialSub20;Clubes;Análisis;0;0;0;0;0;
697;Saludos;TNTSportsBR;CazeTVOficial;0;0;0;0;0;
698;MundialSub20;Italia;Argentina;0;0;0;0;0;
699;MundialSub20;ColombiaVsItalia;Descanso;0;0;0;0;0;0.0
700;Conclusiones;Giovane;Equipo;0;0;1;0;0;
701;Azzurri;MundialSub20;Selección;0;0;0;0;0;
702;Brasil;Robo;MundialSub20;0;0;0;0;0;
703;Italia;Colombia;MundialSub20;0;0;0;0;0;
704;Italia;Colombia;MundialSub20;0;0;0;0;0;
705;Colombia;MundialSub20;Argentina2023;0;0;0;0;0;
706;Deportes;Mentalidad;PechoFrío;0;0;0;0;0;
707;Equipos;Israel;Miedo;0;0;0;0;0;0.0
708;MundialSub20;Colombia;Italia;0;0;0;0;0;
709;Colombia;Italia;MundialSub20;0;0;0;0;0;0.0
710;U20WC;Colombia;Italia;0;0;0;0;0;0.0
711;Colombia;MundialSub20;Ataque;0;0;0;0;0;
712;MundialSub20;Colombia;Italia;0;0;0;0;0;0.0
713;Colombia;MundialSub20;Errores;0;0;0;0;0;
714;OpiniónImpopular;YaserAsprilla;Asociación;0;0;0;0;0;
715;CONMEBOL;Adiós;MundialSub20;0;0;0;0;0;
716;Colombia;Reponerse;MundialSub20;0;0;0;0;0;
717;Situ;;;2;0;0;0;0;
718;Eliminación;MundialSub20;Colombia;0;0;0;0;0;0.0
719;Colombia;Italia;MundialSub20;4;0;0;0;0;
720;EnVivo;MundialSub20;Colombia;0;0;0;0;0;
721;Italia;Colombia;MundialSub20;0;0;0;0;0;
722;Colombia;MundialSub20;fe;0;0;0;0;0;
723;Italia;MundialSub20;Cesare Casadei;0;0;0;0;0;0.0
724;MundialSub20;Carlos Antonio;RCNConLaSeleccion;0;0;0;0;0;
725;Javier Fernández Franco;rcnconlaselección;cambios;0;0;0;0;0;
726;Italia;MundialSub20;mejor equipo;0;0;0;0;0;
727;barco;sueño mundialista;adiós;0;0;0;0;0;0.0
728;Estados Unidos;Uruguay;MundialSub20;0;0;0;0;0;
729;MundialSub20;Israel;Brasil;1;0;0;0;0;
730;MundialSub20;cuartos de final;partido;0;0;0;0;0;
731;Colombia;Italia;segundo tiempo;0;0;0;0;0;
732;Italia;Colombia;Tuluá;0;0;0;0;0;
733;BTSFesta2023;mundialsub20;bello;0;0;0;0;0;0.0
734;Deportes;Israel;Brasil;1;0;0;0;0;
735;Jugadores;Ángel;Asprilla;0;0;0;0;0;
736;U20WC;Argentina2023;Colombia;0;0;0;0;0;
737;Manyoma;Colombia;Italia;0;0;0;0;0;0.0
738;insultos;POZAJEDA;desubicados;0;0;0;0;0;
739;Colombia;Italia;remontada;0;0;0;0;0;
740;Eduardo Luis;CanalRCN;comentaristas;0;0;0;0;0;
741;MundialSub20;Israel;Brasil;0;0;0;0;0;
742;Italia;Colombia;MundialSub20;1;0;0;0;0;
743;Italia;MundialSub20;Tommaso Baldanzi;1;0;0;0;0;0.0
744;Héctor Cárdenas;Italia;MundialSub20;0;0;0;0;0;
745;Colombia;MundialSub20;vamos;0;0;0;0;0;0.0
746;Colombia;Italia;MundialSub20;0;0;0;0;0;
747;Israel;Brasil;MundialSub20;0;0;0;0;0;
748;Colombia;adiós;MundialSub20;0;0;0;0;0;0.0
749;Colombia;Italia;MundialSub20;0;0;0;0;0;0.0
780;#TwitterSocialService;#ServicioSocialTwitter;#MundialSub20;0;0;1;0;0;0.0
781;#MundialSub20;Colombia vs Italia;Segundo tiempo;0;0;0;0;0;
782;#MundialSub20;Colombia vs Italia;Primer tiempo;0;0;0;0;0;
783;#MundialSub20;Italia vs Colombia;Segundo tiempo;0;0;0;0;0;
784;#MundialSub20;Vamos Colombia;Himno;0;0;0;0;0;
785;#MundialSub20;Italia vs Colombia;Primer tiempo;0;0;0;0;0;0.0
786;#MundialSub20;Colombia vs Italia;Marquinez;0;0;0;0;0;
787;#MundialSub20;Italia vs Colombia;Comienzo segundo tiempo;0;0;0;0;0;
788;#U20WC;#MundialSub20;Colombia vs Italia;0;0;0;0;0;
789;#MundialSub20;Cuartos de final;Italia vs Colombia;1;0;0;0;0;
790;#MundialSub20;Árbitro;Uruguay vs Estados Unidos;0;0;0;0;0;
791;Israel;Mundial 22;Triunfo colosal;0;0;0;0;0;
792;#MundialSub20;Colombia vs Italia;Inicio segundo tiempo;0;0;0;0;0;
793;#MundialSub20;Goleada;Desilusión;0;0;0;0;0;
794;#MundialSub20;Juego terrible;3-0 perdiendo;0;0;0;0;0;
795;#MundialSub20;Italia vs Colombia;Argentina2023;0;0;0;0;0;
796;#MundialSub20;Colombia vs Italia;Gol de Esposito;0;0;0;0;0;
797;#MundialSub20;Italia vs Colombia;Final del partido;0;0;0;0;0;
798;#MundialSub20;Italia vs Colombia;Selección eliminada;0;0;0;0;0;
799;#MundialSub20;Italia vs Colombia;Goleada;0;0;0;0;0;
800;#MundialSub20;Uruguay;Cuartos de final;0;0;0;0;0;
801;#MundialSub20;Autoelogio;;1;0;0;0;0;
802;Colombia eliminada;#MundialSub20;;0;0;0;0;0;
803;#MundialSub20;Italia vs Colombia;Gol de Esposito;0;0;0;0;0;
804;#MundialSub20;Colombia en crisis;;0;0;0;0;0;
805;#MundialSub20;Juego desubicado;Gol de taquito;0;0;0;0;0;
806;#MundialSub20;Apoyo a Italia;Burla a Colombia;0;0;0;0;0;
807;#MundialSub20;Gol de taquito;Desilusión;0;0;0;0;0;
808;#MundialSub20;Vergüenza;Colombia vs Italia;0;0;0;0;0;
809;#MundialSub20;Italia vs Colombia;Goleada;0;0;0;0;0;
810;Golazo;Esposito;MundialSub20;0;0;0;0;0;
811;Goleada;Colombia;MundialSub20;0;0;0;0;0;
812;Gol;DeTaquito;MundialSub20;0;0;0;0;0;
813;Gol;Italia;Colombia;0;0;0;0;0;
814;Eliminación;Colombia;MundialSub20;0;0;0;0;0;
815;Golazo;Italia;Colombia;0;0;0;0;0;
816;Gol;Italia;Colombia;0;0;0;0;0;
817;Desastre;Marca;Colombia;0;0;0;0;0;0.0
818;Golazo;Esposito;MundialSub20;0;0;0;0;0;0.0
819;Gol;Italia;Colombia;0;0;0;0;0;
820;Golazo;Colombia;MundialSub20;1;0;0;0;0;
821;Comentario;Irrelevante;MundialSub20;1;0;0;0;0;
822;Gol;Colombia;MundialSub20;0;0;0;0;0;
823;Goleada;Colombia;MundialSub20;0;0;0;0;0;
824;Gol;Italia;Colombia;0;0;0;0;0;
825;Arrepentimiento;Comentario;MundialSub20;0;0;0;0;0;
826;Gol;Colombia;MundialSub20;0;0;0;0;0;
827;Silencio;MundialSub20;Colombia;0;0;0;0;0;
828;Jugada;Baldanzi;MundialSub20;0;0;0;0;0;
829;Resultados;Sudamericanos;MundialSub20;0;0;0;0;0;
830;Desconocimiento;MundialSub20;Olvido;0;0;0;0;0;
831;Gol;Colombia;Italia;0;0;0;0;0;
832;MalInicio;Colombia;MundialSub20;0;0;0;0;0;
833;Golazo;Torres;MundialSub20;0;0;0;0;0;
834;Golazo;Colombia;MundialSub20;0;0;0;0;0;
835;Descuento;Colombia;MundialSub20;0;0;0;0;0;
836;Gol;Colombia;Italia;0;0;0;0;0;
837;Apoyo;Colombia;MundialSub20;4;0;0;0;0;
838;Gol;Colombia;MundialSub20;0;0;0;0;0;
839;Golazo;Colombia;Italia;1;0;0;0;0;
840;Gol;Italia;Colombia;0;0;0;0;0;
841;Golazo;Colombia;Italia;0;0;0;0;0;
842;Gol;Colombia;Italia;0;0;0;0;0;
843;Israel;Semifinal;MundialSub20;0;0;0;0;0;
844;Descuento;Johan Torres;Italia;0;0;0;0;0;0.0
845;Italia;Colombia;MundialSub20;0;0;0;0;0;
846;Cuartos de final;Israel;Brasil;0;0;0;0;0;
847;Gol;Esposito;Italia;0;0;0;0;0;
848;Gol;Italia;Colombia;1;0;0;0;0;
849;Gol;Colombia;Italia;0;0;0;0;0;
850;Colombia;Italia;MundialSub20;0;0;0;0;0;
851;Gol;Colombia;Italia;0;0;0;0;0;
852;Gol;Torres;Italia;0;0;0;0;0;
853;Golazo;Colombia;MundialSub20;0;0;0;0;0;
854;Colombia;MundialSub20;RCNConLaSelección;1;0;0;0;0;
855;Italia;Colombia;MundialSub20;1;0;0;0;0;0.0
856;Team Neogranadino;MundialSub20;Israel;0;0;0;0;0;
857;Descuento;Johan Torres;Italia;1;0;0;0;0;
858;Gol;Colombia;Italia;0;0;0;0;0;
859;Gol;Colombia;Italia;0;0;0;0;0;
860;Gol;Colombia;MundialSub20;0;0;0;0;0;
861;Gol;Colombia;Italia;0;0;0;0;0;
862;Gol;Colombia;Italia;0;0;0;0;0;
863;Colombia;MundialSub20;miedo;0;0;0;0;0;
864;Gol;Colombia;Italia;0;0;0;0;0;
865;Colombia;MundialSub20;miedo;1;0;0;0;0;0.0
866;Colombia;MundialSub20;estrategia;0;0;0;0;0;
867;Gol;Colombia;Italia;0;0;0;0;0;0.0
868;Despertar;Colombia;MundialSub20;0;0;0;0;0;
869;Fútbol;Pérdida;MundialSub20;0;0;0;0;0;
870;MundialSub20;Colombia;Italia;0;0;0;0;0;
871;MundialSub20;Colombia;mentalidad;0;0;0;0;0;
872;MundialSub20;Italia;gol;0;0;0;0;0;0.0
873;MundialSub20;Colombia;gol;0;0;0;0;0;
874;MundialSub20;Colombia;remontar;0;0;0;0;0;
875;MundialSub20;ColombiaItalia;Jhojan Torres;0;0;0;0;0;0.0
876;facup;manchestercity;psg;0;0;0;0;0;
